Season,Name,Position,Team,Birth.Date,GP,EVG,EVA1,EVA2,EVPTS,EVGF.PERC,TEAM.EVGF.PERC,EVGF.PERC.REL,PRIMARY.EVPTS,TEAM.PRIMARY.EVPTS,PERC.TEAM.EVPrPTS,IPP.EV,IPPP.EV,Draft.Eligible
2017 - 18 Regular Season,Roman Kalinichenko,F,Tri-City Americans,2000-07-06,44,1,2,6,9,0.39,0.49,-0.1,3,316,0.01,0.45,0.15,YES
2017 - 18 Regular Season,Tom Cadieux,F,Tri-City Americans,2002-09-11,5,0,0,0,0,0.75,0.49,0.26,0,316,0,0,0,NO
2017 - 18 Regular Season,Sergei Sapego,D,Prince Albert Raiders,1999-10-08,44,3,6,4,13,0.56,0.5,0.06,9,347,0.03,0.48,0.33,YES
2017 - 18 Regular Season,Isaac Johnson,F,Tri-City Americans,1999-01-24,68,13,17,7,37,0.54,0.49,0.05,30,316,0.09,0.74,0.6,NO
2017 - 18 Regular Season,Cade McNelly,D,Seattle Thunderbirds,2001-10-17,15,0,0,0,0,0.38,0.5,-0.12,0,329,0,0,0,NO
2017 - 18 Regular Season,Tyrel Bauer,D,Seattle Thunderbirds,2002-03-23,2,0,0,0,0,0.5,0.5,0,0,329,0,0,0,NO
2017 - 18 Regular Season,Holden Katzalay,F,Seattle Thunderbirds,2000-01-12,59,0,1,1,2,0.36,0.5,-0.14,1,329,0,0.5,0.25,YES
2017 - 18 Regular Season,Justin Sigrist,F,Kamloops Blazers,1999-04-20,50,2,2,5,9,0.42,0.49,-0.07,4,272,0.01,0.47,0.21,NO
2017 - 18 Regular Season,Samuel Huo,F,Seattle Thunderbirds,2001-07-13,67,3,2,0,5,0.38,0.5,-0.12,5,329,0.02,0.29,0.29,NO
2017 - 18 Regular Season,Payton Mount,F,Seattle Thunderbirds,2002-01-19,6,0,1,0,1,0.5,0.5,0,1,329,0,1,1,NO
2017 - 18 Regular Season,Justin Sourdif,F,Vancouver Giants,2002-03-24,4,0,0,0,0,0,0.47,-0.47,0,305,0,,,NO
2017 - 18 Regular Season,Graeme Bryks,F,Seattle Thunderbirds,2001-01-22,10,1,0,0,1,0.5,0.5,0,1,329,0,0.33,0.33,NO
2017 - 18 Regular Season,Kieffer Bellows,F,Portland Winterhawks,1998-06-10,56,30,12,6,48,0.71,0.57,0.14,42,345,0.12,0.75,0.66,NO
2017 - 18 Regular Season,Clay Hanus,D,Portland Winterhawks,2001-03-25,56,0,2,3,5,0.62,0.57,0.05,2,345,0.01,0.15,0.06,NO
2017 - 18 Regular Season,Cyle McNabb,F,Vancouver Giants,2000-09-15,61,1,3,4,8,0.38,0.47,-0.09,4,305,0.01,0.67,0.33,YES
2017 - 18 Regular Season,Nick Cicek,D,Portland Winterhawks,2000-05-29,7,0,0,0,0,0.75,0.57,0.18,0,345,0,0,0,YES
2017 - 18 Regular Season,John Ludvig,D,Portland Winterhawks,2000-08-02,51,2,1,2,5,0.58,0.57,0.01,3,345,0.01,0.17,0.1,YES
2017 - 18 Regular Season,Ryan Miley,D,Portland Winterhawks,2000-07-12,0,0,0,0,0,,0.57,,0,345,0,,,YES
2017 - 18 Regular Season,Krz Plummer,F,Vancouver Giants,2002-02-13,1,0,0,0,0,0,0.47,-0.47,0,305,0,,,NO
2017 - 18 Regular Season,Mason Mannek,F,Portland Winterhawks,2000-04-10,58,7,8,3,18,0.48,0.57,-0.09,15,345,0.04,0.64,0.54,YES
2017 - 18 Regular Season,Reece Newkirk,F,Portland Winterhawks,2001-02-20,58,8,1,2,11,0.49,0.57,-0.08,9,345,0.03,0.65,0.53,NO
2017 - 18 Regular Season,Egor Zamula,D,Calgary Hitmen,2000-03-30,69,0,5,8,13,0.49,0.45,0.04,5,287,0.02,0.28,0.11,YES
2017 - 18 Regular Season,Emil Oksanen,F,Regina Pats,1998-09-25,58,8,11,6,25,0.52,0.52,0,19,290,0.07,0.71,0.54,NO
2017 - 18 Regular Season,George King,F,Prince Albert Raiders,1998-06-10,23,3,0,1,4,0.62,0.5,0.12,3,347,0.01,0.4,0.3,NO
2017 - 18 Regular Season,Cole Dubinsky,F,Regina Pats,2002-12-04,5,0,2,0,2,1,0.52,0.48,2,290,0.01,1,1,NO
2017 - 18 Regular Season,Rayman Bassi,F,Regina Pats,2000-05-02,0,0,0,0,0,,0.52,,0,290,0,,,YES
2017 - 18 Regular Season,Parker Gavlas,D,Regina Pats,1999-06-03,8,0,0,0,0,0,0.52,-0.52,0,290,0,,,NO
2017 - 18 Regular Season,Milos Roman,F,Vancouver Giants,1999-11-06,39,7,5,10,22,0.52,0.47,0.05,12,305,0.04,0.71,0.39,YES
2017 - 18 Regular Season,Tanner Brown,D,Vancouver Giants,2002-10-24,6,0,0,1,1,0.4,0.47,-0.07,0,305,0,0.5,0,NO
2017 - 18 Regular Season,Josh Pillar,F,Kamloops Blazers,2002-02-14,1,0,0,0,0,1,0.49,0.51,0,272,0,0,0,NO
2017 - 18 Regular Season,Kyle Crnkovic,F,Saskatoon Blades,2002-02-10,3,0,0,0,0,0,0.47,-0.47,0,316,0,,,NO
2017 - 18 Regular Season,Arshdeep Bains,F,Red Deer Rebels,2001-01-09,40,2,4,1,7,0.43,0.45,-0.02,6,253,0.02,0.54,0.46,NO
2017 - 18 Regular Season,River Fahey,F,Red Deer Rebels,2001-05-21,26,1,2,0,3,0.35,0.45,-0.1,3,253,0.01,0.43,0.43,NO
2017 - 18 Regular Season,Kristian Reichel,F,Red Deer Rebels,1998-06-11,63,17,4,7,28,0.51,0.45,0.06,21,253,0.08,0.64,0.48,NO
2017 - 18 Regular Season,Zak Smith,F,Red Deer Rebels,2001-05-25,11,0,0,1,1,0.5,0.45,0.05,0,253,0,0.5,0,NO
2017 - 18 Regular Season,Hunter Donohoe,D,Red Deer Rebels,2000-07-07,50,3,2,0,5,0.39,0.45,-0.06,5,253,0.02,0.38,0.38,YES
2017 - 18 Regular Season,Sam Pouliot,D,Red Deer Rebels,2000-05-04,16,1,0,0,1,0.4,0.45,-0.05,1,253,0,0.25,0.25,YES
2017 - 18 Regular Season,Ethan Rowland,F,Red Deer Rebels,2002-09-24,3,0,0,0,0,0,0.45,-0.45,0,253,0,,,NO
2017 - 18 Regular Season,Egor Zudilov,F,Lethbridge Hurricanes,2000-09-10,64,7,5,9,21,0.56,0.49,0.07,12,311,0.04,0.64,0.36,YES
2017 - 18 Regular Season,Ethan Mack,F,Saskatoon Blades,2001-08-27,3,0,0,0,0,0,0.47,-0.47,0,316,0,,,NO
2017 - 18 Regular Season,Brendan Stafford,F,Lethbridge Hurricanes,2000-03-22,36,1,2,3,6,0.32,0.49,-0.17,3,311,0.01,0.75,0.38,YES
2017 - 18 Regular Season,Logan Doust,F,Saskatoon Blades,2001-04-27,3,0,0,0,0,,0.47,,0,316,0,,,NO
2017 - 18 Regular Season,Aidan De La Gorgendiere,D,Saskatoon Blades,2002-02-22,1,0,0,0,0,,0.47,,0,316,0,,,NO
2017 - 18 Regular Season,Hayden Clayton,F,Lethbridge Hurricanes,2000-03-15,4,0,0,0,0,0,0.49,-0.49,0,311,0,,,YES
2017 - 18 Regular Season,Majid Kaddoura,D,Saskatoon Blades,2001-06-20,0,0,0,0,0,,0.47,,0,316,0,,,NO
2017 - 18 Regular Season,Drew Englot,F,Lethbridge Hurricanes,2002-11-26,0,0,0,0,0,,0.49,,0,311,0,,,NO
2017 - 18 Regular Season,Noah Boyko,F,Lethbridge Hurricanes,2002-08-29,3,0,0,0,0,0,0.49,-0.49,0,311,0,,,NO
2017 - 18 Regular Season,Jack Finley,F,Spokane Chiefs,2002-09-02,7,0,0,1,1,0.4,0.54,-0.14,0,372,0,0.5,0,NO
2017 - 18 Regular Season,Milos Fafrak,F,Spokane Chiefs,1999-07-08,66,9,4,6,19,0.52,0.54,-0.02,13,372,0.03,0.73,0.5,NO
2017 - 18 Regular Season,Luke Toporowski,F,Spokane Chiefs,2001-04-12,61,8,6,7,21,0.54,0.54,0,14,372,0.04,0.6,0.4,NO
2017 - 18 Regular Season,Brock Sottile,F,Prince Albert Raiders,1999-08-04,10,0,1,0,1,0.2,0.5,-0.3,1,347,0,1,1,NO
2017 - 18 Regular Season,Adam Beckman,F,Spokane Chiefs,2001-05-10,1,0,0,0,0,,0.54,,0,372,0,,,NO
2017 - 18 Regular Season,Tyson Feist,D,Spokane Chiefs,2001-01-14,8,0,0,0,0,0.25,0.54,-0.29,0,372,0,0,0,NO
2017 - 18 Regular Season,Tyus Gent,F,Victoria Royals,2001-01-19,5,0,0,1,1,0.5,0.53,-0.03,0,351,0,1,0,NO
2017 - 18 Regular Season,Igor Martynov,F,Victoria Royals,1999-01-19,63,15,9,9,33,0.57,0.53,0.04,24,351,0.07,0.7,0.51,NO
2017 - 18 Regular Season,Ty Yoder,F,Victoria Royals,2002-06-19,1,0,0,0,0,0,0.53,-0.53,0,351,0,,,NO
2017 - 18 Regular Season,Remy Aquilon,F,Victoria Royals,2001-03-05,7,0,0,0,0,0.33,0.53,-0.2,0,351,0,0,0,NO
2017 - 18 Regular Season,Kaden Reinders,D,Victoria Royals,2002-01-31,3,0,0,0,0,1,0.53,0.47,0,351,0,0,0,NO
2017 - 18 Regular Season,Ryder Korczak,F,Calgary Hitmen,2002-09-23,3,0,0,0,0,0.25,0.45,-0.2,0,287,0,0,0,NO
2017 - 18 Regular Season,Hunter Campbell,F,Calgary Hitmen,2001-01-27,59,4,5,2,11,0.35,0.45,-0.1,9,287,0.03,0.61,0.5,NO
2017 - 18 Regular Season,Devan Klassen,D,Calgary Hitmen,2001-05-17,9,0,0,0,0,0.5,0.45,0.05,0,287,0,0,0,NO
2017 - 18 Regular Season,Luke Prokop,D,Calgary Hitmen,2002-05-06,14,0,0,2,2,0.36,0.45,-0.09,0,287,0,0.25,0,NO
2017 - 18 Regular Season,Andrew Viggars,D,Calgary Hitmen,2000-01-03,39,0,3,2,5,0.61,0.45,0.16,3,287,0.01,0.22,0.13,YES
2017 - 18 Regular Season,Chance Adrian,F,Prince George Cougars,1999-11-16,40,1,1,1,3,0.32,0.43,-0.11,2,294,0.01,0.38,0.25,YES
2017 - 18 Regular Season,Brendan Boyle,F,Prince George Cougars,2001-04-05,3,0,0,0,0,0.6,0.43,0.17,0,294,0,0,0,NO
2017 - 18 Regular Season,Edge Lambert,F,Prince George Cougars,2001-09-01,2,0,0,0,0,0,0.43,-0.43,0,294,0,,,NO
2017 - 18 Regular Season,Vladislav Mikhalchuk,F,Prince George Cougars,1999-10-16,60,12,7,9,28,0.44,0.43,0.01,19,294,0.06,0.82,0.56,YES
2017 - 18 Regular Season,Dennis Cholowski,D,Portland Winterhawks,1998-02-15,69,9,8,14,31,0.65,0.57,0.08,17,345,0.05,0.38,0.21,NO
2017 - 18 Regular Season,Jack Sander,D,Prince George Cougars,2000-05-01,62,1,1,0,2,0.37,0.43,-0.06,2,294,0.01,0.07,0.07,YES
2017 - 18 Regular Season,David Kope,F,Edmonton Oil Kings,2000-10-10,63,10,6,5,21,0.41,0.39,0.02,16,253,0.06,0.81,0.62,NO
2017 - 18 Regular Season,Jake Neighbours,F,Edmonton Oil Kings,2002-03-29,11,0,2,0,2,0.4,0.39,0.01,2,253,0.01,0.5,0.5,NO
2017 - 18 Regular Season,Andrei Pavlenko,F,Edmonton Oil Kings,2000-04-06,20,2,1,0,3,0.39,0.39,0,3,253,0.01,0.43,0.43,YES
2017 - 18 Regular Season,Logan Dowhaniuk,D,Edmonton Oil Kings,2002-06-20,4,0,0,0,0,0,0.39,-0.39,0,253,0,,,NO
2017 - 18 Regular Season,Aidan Lawson,D,Edmonton Oil Kings,2001-04-21,2,0,0,0,0,0,0.39,-0.39,0,253,0,,,NO
2017 - 18 Regular Season,Wil Kushniryk,F,Kelowna Rockets,2000-01-27,51,2,2,1,5,0.42,0.52,-0.1,4,336,0.01,0.5,0.4,YES
2017 - 18 Regular Season,Kyle Crosbie,F,Kelowna Rockets,2001-02-18,1,0,0,0,0,,0.52,,0,336,0,,,NO
2017 - 18 Regular Season,Kyle Pow,D,Kelowna Rockets,2000-03-11,36,0,3,0,3,0.38,0.52,-0.14,3,336,0.01,1,1,YES
2017 - 18 Regular Season,Cayde Augustine,D,Kelowna Rockets,2001-10-05,5,0,0,0,0,0.5,0.52,-0.02,0,336,0,0,0,NO
2017 - 18 Regular Season,Colum McGauley,F,Kelowna Rockets,2000-03-11,47,2,0,0,2,0.4,0.52,-0.12,2,336,0.01,0.5,0.5,YES
2017 - 18 Regular Season,Dylan Anderson,D,Everett Silvertips,2002-10-23,1,0,0,0,0,0,0.57,-0.57,0,306,0,,,NO
2017 - 18 Regular Season,Marco Creta,D,Regina Pats,2000-05-18,33,1,1,3,5,0.48,0.52,-0.04,2,290,0.01,0.5,0.2,YES
2017 - 18 Regular Season,Ozzy Wiesblatt,F,Prince Albert Raiders,2002-03-09,1,1,0,0,1,1,0.5,0.5,1,347,0,1,1,NO
2017 - 18 Regular Season,Cohner Saleski,F,Prince Albert Raiders,2002-01-14,1,0,0,0,0,0,0.5,-0.5,0,347,0,,,NO
2017 - 18 Regular Season,Kaiden Guhle,D,Prince Albert Raiders,2002-01-18,8,0,1,0,1,0.5,0.5,0,1,347,0,0.33,0.33,NO
2017 - 18 Regular Season,Nick McCarry,F,Medicine Hat Tigers,2001-06-21,2,0,0,0,0,0.5,0.5,0,0,340,0,0,0,NO
2017 - 18 Regular Season,Martin Bodak,D,Kootenay ICE,1998-11-28,59,4,6,8,18,0.46,0.43,0.03,10,279,0.04,0.35,0.19,NO
2017 - 18 Regular Season,Jordan Chudley,D,Kootenay ICE,2001-02-10,2,0,0,0,0,1,0.43,0.57,0,279,0,0,0,NO
2017 - 18 Regular Season,Gilian Kohler,F,Kootenay ICE,2000-05-27,55,5,2,4,11,0.45,0.43,0.02,7,279,0.03,0.46,0.29,YES
2017 - 18 Regular Season,Zachary Patrick,D,Kootenay ICE,2001-07-08,42,0,4,2,6,0.42,0.43,-0.01,4,279,0.01,0.21,0.14,NO
2017 - 18 Regular Season,Sebastian Streu,F,Kootenay ICE,1999-11-22,54,7,3,0,10,0.32,0.43,-0.11,10,279,0.04,0.59,0.59,YES
2017 - 18 Regular Season,Connor McClennon,F,Kootenay ICE,2002-06-25,5,0,0,0,0,0,0.43,-0.43,0,279,0,,,NO
2017 - 18 Regular Season,Anson McMaster,D,Kootenay ICE,2002-07-14,0,0,0,0,0,,0.43,,0,279,0,,,NO
2017 - 18 Regular Season,Jonny Hooker,F,Brandon Wheat Kings,2001-10-03,40,3,4,1,8,0.52,0.52,0,7,343,0.02,0.73,0.64,NO
2017 - 18 Regular Season,Lynden McCallum,F,Brandon Wheat Kings,2000-01-26,5,0,0,0,0,0,0.52,-0.52,0,343,0,,,YES
2017 - 18 Regular Season,Neithan Salame,D,Brandon Wheat Kings,2001-01-01,3,0,0,0,0,1,0.52,0.48,0,343,0,0,0,NO
2017 - 18 Regular Season,Marek Skvrne,F,Kelowna Rockets,1999-08-06,69,2,2,3,7,0.34,0.52,-0.18,4,336,0.01,0.7,0.4,NO
2017 - 18 Regular Season,Libor Zabransky,D,Kelowna Rockets,2000-05-26,72,2,3,4,9,0.53,0.52,0.01,5,336,0.01,0.19,0.1,YES
2017 - 18 Regular Season,Linus Nassen,D,Medicine Hat Tigers,1998-05-10,44,1,2,6,9,0.49,0.5,-0.01,3,340,0.01,0.21,0.07,NO
2017 - 18 Regular Season,Filip Kral,D,Spokane Chiefs,1999-10-20,54,7,7,10,24,0.54,0.54,0,14,372,0.04,0.46,0.27,YES
2017 - 18 Regular Season,Joel Sexsmith,D,Vancouver Giants,2002-04-13,4,0,0,0,0,0,0.47,-0.47,0,305,0,,,NO
2017 - 18 Regular Season,Jordan Borysiuk,F,Red Deer Rebels,2002-01-26,6,0,1,0,1,0.33,0.45,-0.12,1,253,0,1,1,NO
2017 - 18 Regular Season,Ridly Greig,F,Brandon Wheat Kings,2002-08-08,4,0,1,0,1,0.6,0.52,0.08,1,343,0,0.33,0.33,NO
2017 - 18 Regular Season,Raphael Pelletier,F,Edmonton Oil Kings,2002-03-20,5,0,0,0,0,0,0.39,-0.39,0,253,0,,,NO
2017 - 18 Regular Season,Seth Jarvis,F,Portland Winterhawks,2002-02-01,11,0,1,1,2,0.25,0.57,-0.32,1,345,0,1,0.5,NO
2017 - 18 Regular Season,Orca Wiesblatt,F,Calgary Hitmen,2000-06-02,49,5,5,3,13,0.49,0.45,0.04,10,287,0.03,0.65,0.5,YES
2017 - 18 Regular Season,Parker Hendren,D,Vancouver Giants,2001-03-23,10,0,0,0,0,0.27,0.47,-0.2,0,305,0,0,0,NO
2017 - 18 Regular Season,Alec Zawatsky,F,Saskatoon Blades,1999-12-15,43,3,3,1,7,0.41,0.47,-0.06,6,316,0.02,0.47,0.4,YES
2017 - 18 Regular Season,Payton McIssac,D,Saskatoon Blades,,0,0,0,0,0,,0.47,,0,316,0,,,
2017 - 18 Regular Season,Greyson Stewart,F,Swift Current Broncos,2001-08-24,2,0,0,0,0,,0.56,,0,336,0,,,NO
2017 - 18 Regular Season,Chad Nychuk,D,Brandon Wheat Kings,2001-03-06,3,0,0,0,0,0.5,0.52,-0.02,0,343,0,0,0,NO
2017 - 18 Regular Season,Mike MacLean,F,Seattle Thunderbirds,1998-07-09,38,2,0,2,4,0.5,0.5,0,2,329,0.01,0.8,0.4,NO
2017 - 18 Regular Season,Carter Spenst,D,Swift Current Broncos,2001-07-12,4,0,0,0,0,0,0.56,-0.56,0,336,0,,,NO
2017 - 18 Regular Season,Holden Kodak,F,Kootenay ICE,,2,0,0,0,0,0,0.43,-0.43,0,279,0,,,
2017 - 18 Regular Season,Alex Morozoff,F,Red Deer Rebels,2001-05-30,30,3,1,1,5,0.53,0.45,0.08,4,253,0.02,0.56,0.44,NO
2017 - 18 Regular Season,Gage Goncalves,F,Everett Silvertips,2001-01-16,1,0,0,0,0,,0.57,,0,306,0,,,NO
2017 - 18 Regular Season,Jacob Boucher,F,Lethbridge Hurricanes,2002-03-21,3,0,0,0,0,0,0.49,-0.49,0,311,0,,,NO
2017 - 18 Regular Season,Matthew Culling,F,Edmonton Oil Kings,2001-03-16,5,0,0,0,0,0,0.39,-0.39,0,253,0,,,NO
2017 - 18 Regular Season,Blake Stevenson,F,Tri-City Americans,2001-01-12,5,0,0,0,0,0,0.49,-0.49,0,316,0,,,NO
2017 - 18 Regular Season,Michael Horon,F,Lethbridge Hurricanes,2001-07-04,0,0,0,0,0,,0.49,,0,311,0,,,NO
2017 - 18 Regular Season,Jonathon Lambos,D,Brandon Wheat Kings,2001-01-14,1,0,0,0,0,0,0.52,-0.52,0,343,0,,,NO
2017 - 18 Regular Season,Eli Lieffers,F,Kootenay ICE,,2,0,0,0,0,1,0.43,0.57,0,279,0,0,0,
2017 - 18 Regular Season,Sean Gulka,F,Spokane Chiefs,2000-02-15,4,0,1,0,1,0.33,0.54,-0.21,1,372,0,1,1,YES
